date,sector_id,length_km,lat,lon,volume_injected,volume_consumed,pressure_avg,flow_night,label
2025-06-04,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,541.25,541.25,3.09,1.64,0
2025-06-05,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,530.69,528.63,3.13,0.79,0
2025-06-06,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,487.13,486.24,3.08,0.72,0
2025-06-07,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,538.9,538.9,2.97,0.63,0
2025-06-08,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,530.07,530.07,3.01,1.43,0
2025-06-09,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,542.61,542.61,2.9,1.14,0
2025-06-10,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,496.94,496.8,2.96,1.03,0
2025-06-11,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,533.81,532.48,3.21,0.41,0
2025-06-12,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,594.59,594.02,2.94,0.94,0
2025-06-13,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,584.7,584.7,2.94,1.25,0
2025-06-14,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,508.04,506.24,3.03,1.24,0
2025-06-15,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,526.52,525.26,3.07,1.18,0
2025-06-16,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,606.83,604.27,2.94,1.16,0
2025-06-17,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,590.87,590.87,3.08,1.24,0
2025-06-18,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,511.15,508.54,3.0,1.2,0
2025-06-19,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,541.14,541.14,3.03,0.96,0
2025-06-20,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,604.37,604.37,3.21,0.7,0
2025-06-21,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,574.54,574.54,3.06,1.19,0
2025-06-22,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,510.99,510.84,2.93,1.29,0
2025-06-23,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,540.64,540.64,3.04,0.83,0
2025-06-24,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,571.84,571.35,2.95,0.86,0
2025-06-25,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,513.08,512.62,2.86,0.58,0
2025-06-26,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,594.92,594.92,2.98,1.09,0
2025-06-27,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,555.17,552.22,3.0,0.7,0
2025-06-28,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,507.29,506.65,2.92,1.16,0
2025-06-29,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,617.35,614.28,3.07,0.88,0
2025-06-30,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,532.38,531.94,3.0,1.03,0
2025-07-01,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,616.71,616.71,3.15,1.29,0
2025-07-02,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,561.11,559.37,3.02,1.66,0
2025-07-03,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,540.02,540.02,2.79,0.84,0
2025-07-04,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,575.98,575.3,3.19,1.29,0
2025-07-05,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,587.39,587.39,2.87,1.55,0
2025-07-06,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,618.5,616.14,2.95,0.49,0
2025-07-07,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,623.69,620.99,2.99,1.37,0
2025-07-08,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,558.52,558.51,3.0,0.86,0
2025-07-09,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,564.33,563.08,3.01,1.15,0
2025-07-10,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,538.31,538.31,3.13,1.1,0
2025-07-11,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,571.98,571.98,3.12,1.02,0
2025-07-12,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,576.03,576.03,3.1,1.19,0
2025-07-13,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,596.55,593.81,3.11,0.47,0
2025-07-14,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,558.61,558.61,3.07,1.45,0
2025-07-15,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,559.6,559.45,2.83,0.98,0
2025-07-16,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,566.93,566.93,2.99,0.61,0
2025-07-17,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,524.73,523.39,3.04,0.72,0
2025-07-18,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,535.77,535.77,3.1,0.7,0
2025-07-19,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,538.2,537.2,2.95,0.76,0
2025-07-20,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,535.65,535.65,2.9,0.83,0
2025-07-21,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,573.22,573.22,2.93,1.06,0
2025-07-22,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,615.81,615.81,2.98,1.18,0
2025-07-23,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,538.48,536.97,2.97,0.31,0
2025-07-24,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,590.08,586.79,2.98,1.17,0
2025-07-25,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,575.28,574.65,2.99,0.71,0
2025-07-26,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,577.1,577.1,2.86,0.81,0
2025-07-27,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,529.78,529.78,3.17,1.26,0
2025-07-28,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,606.69,606.54,2.91,1.46,0
2025-07-29,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,566.58,565.51,2.91,0.59,0
2025-07-30,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,590.01,590.01,3.06,0.8,0
2025-07-31,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,537.26,537.26,3.0,0.75,0
2025-08-01,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,562.8,562.8,2.91,0.83,0
2025-08-02,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,536.72,535.21,3.01,1.23,0
2025-08-03,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,580.94,580.94,3.06,0.77,0
2025-08-04,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,573.41,573.41,3.03,0.73,0
2025-08-05,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,548.11,548.11,2.88,0.8,0
2025-08-06,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,553.44,553.35,3.1,0.83,0
2025-08-07,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,544.76,543.7,3.14,0.26,0
2025-08-08,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,554.17,554.17,3.04,0.82,0
2025-08-09,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,621.33,621.16,2.98,1.35,0
2025-08-10,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,530.11,529.6,2.95,0.87,0
2025-08-11,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,532.61,532.03,3.21,1.26,0
2025-08-12,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,557.64,557.64,2.8,0.7,0
2025-08-13,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,565.23,565.19,3.17,1.1,0
2025-08-14,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,555.75,555.75,3.02,1.23,0
2025-08-15,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,524.9,524.9,3.11,1.1,0
2025-08-16,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,581.55,581.55,3.02,1.07,0
2025-08-17,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,529.49,527.83,2.91,1.02,0
2025-08-18,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,596.52,596.52,3.1,0.85,0
2025-08-19,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,522.06,522.06,2.9,0.87,0
2025-08-20,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,535.64,534.89,3.09,1.41,0
2025-08-21,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,586.75,586.75,2.88,0.47,0
2025-08-22,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,562.86,559.86,3.03,0.66,0
2025-08-23,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,564.31,564.1,3.07,1.14,0
2025-08-24,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,586.46,586.01,3.19,1.4,0
2025-08-25,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,553.39,553.39,2.99,1.02,0
2025-08-26,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,573.56,571.37,2.98,0.87,0
2025-08-27,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,594.25,594.25,2.83,1.25,0
2025-08-28,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,542.42,542.27,2.97,1.5,0
2025-08-29,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,527.83,527.83,2.97,0.19,0
2025-08-30,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,603.98,603.98,3.18,1.34,0
2025-08-31,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,502.57,502.57,2.89,1.77,0
2025-09-01,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,507.84,507.72,3.02,0.96,0
2025-09-02,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,522.17,522.17,2.95,0.79,0
2025-09-03,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,584.64,584.43,2.73,1.33,0
2025-09-04,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,541.93,541.93,2.96,0.58,0
2025-09-05,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,567.77,567.77,3.09,1.38,0
2025-09-06,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,500.17,498.72,2.89,0.84,0
2025-09-07,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,567.52,566.54,2.98,0.89,0
2025-09-08,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,573.05,573.05,3.12,0.68,0
2025-09-09,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,526.12,524.89,3.03,0.62,0
2025-09-10,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,537.82,537.82,3.1,0.79,0
2025-09-11,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,555.1,555.1,2.87,1.53,0
2025-09-12,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,550.16,549.74,2.99,0.84,0
2025-09-13,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,583.68,582.89,3.01,1.05,0
2025-09-14,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,534.18,533.56,2.83,0.6,0
2025-09-15,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,502.94,501.45,3.0,1.1,0
2025-09-16,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,504.17,503.77,2.9,1.12,0
2025-09-17,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,554.2,554.2,3.03,1.29,0
2025-09-18,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,547.41,547.41,2.87,0.81,0
2025-09-19,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,499.64,499.59,3.02,0.77,0
2025-09-20,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,506.8,506.8,2.86,0.71,0
2025-09-21,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,541.83,539.73,3.05,1.06,0
2025-09-22,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,556.01,556.01,3.01,1.77,0
2025-09-23,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,512.36,512.36,3.0,1.53,0
2025-09-24,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,549.87,548.46,2.94,1.19,0
2025-09-25,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,505.06,503.12,2.93,0.93,0
2025-09-26,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,569.6,569.6,3.06,1.05,0
2025-09-27,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,563.4,563.4,3.06,1.32,0
2025-09-28,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,542.95,542.95,2.83,1.13,0
2025-09-29,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,488.5,488.08,2.89,1.32,0
2025-09-30,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,564.05,564.05,3.07,1.01,0
2025-10-01,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,499.74,499.68,3.01,0.86,0
2025-10-02,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,489.47,489.03,2.95,1.38,0
2025-10-03,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,470.63,470.63,3.14,1.06,0
2025-10-04,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,495.82,495.29,3.09,1.02,0
2025-10-05,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,559.51,557.38,2.95,1.42,0
2025-10-06,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,508.79,508.79,3.15,1.47,0
2025-10-07,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,482.69,482.69,2.87,0.72,0
2025-10-08,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,487.06,487.06,3.02,1.47,0
2025-10-09,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,477.65,477.65,3.1,0.94,0
2025-10-10,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,549.48,549.48,3.04,1.05,0
2025-10-11,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,514.84,513.86,2.94,0.84,0
2025-10-12,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,473.4,473.4,3.12,1.43,0
2025-10-13,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,519.43,519.43,2.94,1.19,0
2025-10-14,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,473.8,470.71,3.18,0.82,0
2025-10-15,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,535.23,535.23,3.03,1.1,0
2025-10-16,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,510.37,510.37,2.92,0.59,0
2025-10-17,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,515.43,515.43,2.95,1.07,0
2025-10-18,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,531.35,526.3,2.95,0.85,0
2025-10-19,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,509.66,507.58,3.06,0.89,0
2025-10-20,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,519.19,517.55,3.05,1.32,0
2025-10-21,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,500.74,498.41,2.98,1.04,0
2025-10-22,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,469.95,469.22,2.96,1.01,0
2025-10-23,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,438.39,435.84,3.02,1.01,0
2025-10-24,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,495.93,494.64,3.22,0.91,0
2025-10-25,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,505.8,505.36,2.99,1.08,0
2025-10-26,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,491.34,491.34,3.02,1.32,0
2025-10-27,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,435.72,435.72,3.12,0.54,0
2025-10-28,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,432.17,432.17,3.04,1.47,0
2025-10-29,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,491.08,491.08,2.86,0.34,0
2025-10-30,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,440.31,440.31,3.07,1.07,0
2025-10-31,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,484.96,484.96,3.07,0.97,0
2025-11-01,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,461.26,461.26,2.93,0.99,0
2025-11-02,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,504.46,503.97,2.87,1.43,0
2025-11-03,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,500.13,499.44,3.05,1.17,0
2025-11-04,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,489.0,488.11,3.02,1.21,0
2025-11-05,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,489.68,489.68,3.18,0.99,0
2025-11-06,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,420.49,420.49,3.08,0.8,0
2025-11-07,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,441.62,441.62,2.76,0.52,0
2025-11-08,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,476.77,475.25,2.9,0.99,0
2025-11-09,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,432.3,432.3,2.88,1.45,0
2025-11-10,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,461.39,459.63,3.02,0.39,0
2025-11-11,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,415.32,415.32,2.97,1.54,0
2025-11-12,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,479.44,478.16,3.14,1.28,0
2025-11-13,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,407.48,407.36,2.94,1.21,0
2025-11-14,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,467.86,467.08,3.1,0.84,0
2025-11-15,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,411.49,408.86,3.02,1.62,0
2025-11-16,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,447.14,447.14,2.93,0.85,0
2025-11-17,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,477.26,476.21,2.94,0.99,0
2025-11-18,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,450.9,446.62,3.0,1.04,0
2025-11-19,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,413.76,413.76,2.83,1.12,0
2025-11-20,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,461.29,460.0,2.88,0.56,0
2025-11-21,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,480.3,479.85,3.1,1.51,0
2025-11-22,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,434.56,434.56,2.98,1.27,0
2025-11-23,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,417.82,414.87,3.14,0.81,0
2025-11-24,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,452.27,451.48,2.94,0.8,0
2025-11-25,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,472.02,472.02,3.12,1.16,0
2025-11-26,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,425.22,425.22,3.11,0.48,0
2025-11-27,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,399.67,399.67,3.12,0.86,0
2025-11-28,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,467.93,467.23,3.01,0.62,0
2025-11-29,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,411.84,411.84,2.96,1.45,0
2025-11-30,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,397.79,396.09,2.97,1.62,0
2025-12-01,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,454.17,452.11,3.02,0.92,0
2025-12-02,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,402.23,402.23,3.07,1.02,0
2025-12-03,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,383.07,381.6,2.99,1.02,0
2025-12-04,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,380.6,380.6,3.09,1.1,0
2025-12-05,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,418.13,413.95,2.99,1.33,0
2025-12-06,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,391.63,391.63,2.94,1.57,0
2025-12-07,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,447.52,445.78,3.05,1.05,0
2025-12-08,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,414.47,413.74,3.02,1.32,0
2025-12-09,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,376.21,374.0,3.12,1.19,0
2025-12-10,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,402.83,402.83,3.03,0.77,0
2025-12-11,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,451.38,451.38,3.03,1.1,0
2025-12-12,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,415.57,414.72,2.98,1.29,0
2025-12-13,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,395.18,393.98,3.07,0.91,0
2025-12-14,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,435.61,432.86,2.98,1.0,0
2025-12-15,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,394.84,391.65,2.92,0.7,0
2025-12-16,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,383.57,383.57,3.16,1.3,0
2025-12-17,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,415.38,413.42,2.97,0.25,0
2025-12-18,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,369.11,364.53,2.86,0.51,0
2025-12-19,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,410.94,408.18,3.06,1.18,0
2025-12-20,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,438.97,437.26,3.08,1.08,0
2025-12-21,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,379.28,379.28,2.97,0.49,0
2025-12-22,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,381.69,381.69,3.02,1.42,0
2025-12-23,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,382.92,382.92,3.09,0.71,0
2025-12-24,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,371.73,371.73,3.01,0.6,0
2025-12-25,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,412.74,412.74,3.04,0.99,0
2025-12-26,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,420.63,419.53,3.01,0.87,0
2025-12-27,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,430.23,430.13,3.0,0.79,0
2025-12-28,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,402.46,402.46,2.88,0.79,0
2025-12-29,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,415.0,415.0,3.12,0.8,0
2025-12-30,SECT_001,10.614422733489338,6.837465848419704,-5.323698135955756,402.48,401.93,2.88,1.09,0
